"queryId","partialQEPId"
"423503","2"
"423503","3"
"423504","1"
"423504","2"
"423504","3"
"423505","1"
"423505","2"
"423505","3"
"423506","1"
"423506","2"
"423506","3"
"423507","1"
"423507","2"
"423507","3"
"423508","1"
"423508","2"
"423508","3"
"423509","1"
"423509","2"
"423509","3"
"423510","1"
"423510","2"
"423510","3"
"423511","1"
"423511","2"
"423511","3"
"423512","1"
"423512","2"
"423512","3"
"423513","1"
"423513","2"
"423513","3"
"423514","1"
"423514","2"
"423514","3"
"423515","1"
"423515","2"
"423515","3"
"423516","1"
"423516","2"
"423516","3"
"423517","1"
"423517","2"
"423517","3"
"423518","1"
"423518","2"
"423518","3"
"423519","1"
"423519","2"
"423519","3"
"423520","1"
"423520","2"
"423520","3"
"423521","1"
"423521","2"
"423521","3"
"423522","1"
"423522","2"
"423522","3"
"423523","1"
"423523","2"
"423523","3"
"423524","1"
"423524","2"
"423524","3"
"423525","1"
"423525","2"
"423525","3"
"423526","1"
"423526","2"
"423526","3"
"423527","1"
"423527","2"
"423527","3"
"423528","1"
"423528","2"
"423528","3"
"423529","1"
"423529","2"
"423529","3"
"423530","1"
"423530","2"
"423530","3"
"423531","1"
"423531","2"
"423531","3"
"423532","1"
"423532","2"
"423532","3"
"423533","1"
"423533","2"
"423533","3"
"423534","1"
"423534","2"
"423534","3"
"423535","1"
"423535","2"
"423535","3"
"423536","1"
"423536","2"
"423536","3"
"423537","1"
"423537","2"
"423537","3"
"423538","1"
"423538","2"
"423538","3"
"423539","1"
"423539","2"
"423539","3"
"423540","1"
"423540","2"
"423540","3"
"423541","1"
"423541","2"
"423541","3"
"423542","1"
"423542","2"
"423542","3"
"423543","1"
"423543","2"
"423543","3"
"423544","1"
"423544","2"
"423544","3"
"423545","1"
"423545","2"
"423545","3"
"423546","1"
"423546","2"
"423546","3"
"423547","1"
"423547","2"
"423547","3"
"423548","1"
"423548","2"
"423548","3"
"423549","1"
"423549","2"
"423549","3"
"423550","1"
"423550","2"
"423550","3"
"423551","1"
"423551","2"
"423551","3"
"423552","1"
"423552","2"
"423552","3"
"423553","1"
"423553","2"
"423553","3"
"423554","1"
"423554","2"
"423554","3"
"423555","1"
"423555","2"
"423555","3"
"423556","1"
"423556","2"
"423556","3"
"423557","1"
"423557","2"
"423557","3"
"423558","1"
"423558","2"
"423558","3"
"423559","1"
"423559","2"
"423559","3"
"423560","1"
"423560","2"
"423560","3"
"423561","1"
"423561","2"
"423561","3"
"423562","1"
"423562","2"
"423562","3"
"423563","1"
"423563","2"
"423563","3"
"423564","1"
"423564","2"
"423564","3"
"423565","1"
"423565","2"
"423565","3"
"423566","1"
"423566","2"
"423566","3"
"423567","1"
"423567","2"
"423567","3"
"423568","1"
"423568","2"
"423568","3"
"423569","1"
"423569","2"
"423569","3"
"423570","1"
"423570","2"
"423570","3"
"423571","1"
"423571","2"
"423571","3"
"423572","1"
"423572","2"
"423572","3"
"423573","1"
"423573","2"
"423573","3"
"423574","1"
"423574","2"
"423574","3"
"423575","1"
"423575","2"
"423575","3"
"423576","488"
"423576","250"
"423576","18"
"423577","488"
"423577","250"
"423577","18"
"423578","1"
"423578","2"
"423578","3"
"423579","1"
"423579","2"
"423579","3"
"423580","1"
"423580","2"
"423580","3"
"423581","1"
"423581","2"
"423581","3"
"423582","1"
"423582","2"
"423582","3"
"423583","1"
"423583","2"
"423583","3"
"423584","1"
"423584","2"
"423584","3"
"423585","1"
"423585","2"
"423585","3"
"423586","1"
"423586","2"
"423586","3"
"423587","1"
"423587","2"
"423587","3"
"423588","1"
"423588","2"
"423588","3"
"423589","1"
"423589","2"
"423589","3"
"423590","1"
"423590","2"
"423590","3"
"423591","1"
"423591","2"
"423591","3"
"423592","1"
"423592","2"
"423592","3"
"423593","1"
"423593","2"
"423593","3"
"423594","1"
"423594","2"
"423594","3"
"423595","1"
"423595","2"
"423595","3"
"423596","1"
"423596","2"
"423596","3"
"423597","1"
"423597","2"
"423597","3"
"423598","1"
"423598","2"
"423598","3"
"423599","1"
"423599","2"
"423599","3"
"423600","1"
"423600","2"
"423600","3"
"423601","1"
"423601","2"
"423601","3"
"423602","1"
"423602","2"
"423602","3"
"423603","1"
"423603","2"
"423603","3"
"423604","1"
"423604","2"
"423604","3"
"423605","1"
"423605","2"
"423605","3"
"423606","1"
"423606","2"
"423606","3"
"423607","1"
"423607","2"
"423607","3"
"423608","1"
"423608","2"
"423608","3"
"423609","1"
"423609","2"
"423609","3"
"423610","1"
"423610","2"
"423610","3"
"423611","1"
"423611","2"
"423611","3"
"423612","1"
"423612","2"
"423612","3"
"423613","1"
"423613","2"
"423613","3"
"423614","1"
"423614","2"
"423614","3"
"423615","1"
"423615","2"
"423615","3"
"423616","1"
"423616","2"
"423616","3"
"423617","1"
"423617","2"
"423617","3"
"423618","1"
"423618","2"
"423618","3"
"423619","1"
"423619","2"
"423619","3"
"423620","1"
"423620","2"
"423620","3"
"423621","1"
"423621","2"
"423621","3"
"423622","1"
"423622","2"
"423622","3"
"423623","1"
"423623","2"
"423623","3"
"423624","1"
"423624","2"
"423624","3"
"423625","1"
"423625","2"
"423625","3"
"423626","1"
"423626","2"
"423626","3"
"423627","1"
"423627","2"
"423627","3"
"423628","1"
"423628","2"
"423628","3"
"423629","1"
"423629","2"
"423629","3"
"423630","1"
"423630","2"
"423630","3"
"423631","1"
"423631","2"
"423631","3"
"423632","1"
"423632","2"
"423632","3"
"423633","1"
"423633","2"
"423633","3"
"423634","1"
"423634","2"
"423634","3"
"423635","1"
"423635","2"
"423635","3"
"423636","1"
"423636","2"
"423636","3"
"423637","1"
"423637","2"
"423637","3"
"423638","1"
"423638","2"
"423638","3"
"423639","1"
"423639","2"
"423639","3"
"423640","1"
"423640","2"
"423640","3"
"423641","1"
"423641","2"
"423641","3"
"423642","1"
"423642","2"
"423642","3"
"423643","1"
"423643","2"
"423643","3"
"423644","1"
"423644","2"
"423644","3"
"423645","1"
"423645","2"
"423645","3"
"423646","42"
"423646","41"
"423646","44"
"423646","43"
"423646","40"
"423647","34"
"423647","35"
"423648","63"
"423648","18"
"423649","1"
"423649","2"
"423649","3"
"423650","1"
"423650","2"
"423650","3"
"423651","1"
"423651","2"
"423651","3"
"423652","1"
"423652","2"
"423652","3"
"423653","1"
"423653","2"
"423653","3"
"423654","259"
"423655","1"
"423655","2"
"423655","3"
"423656","1"
"423656","2"
"423656","3"
"423657","1"
"423657","2"
"423657","3"
"423658","1"
"423658","2"
"423658","3"
"423659","1"
"423659","2"
"423659","3"
"423660","269"
"423660","153"
"423660","270"
"423660","140"
"423660","267"
"423660","235"
"423660","272"
"423660","268"
"423661","1"
"423661","2"
"423661","3"
"423662","1"
"423662","2"
"423662","3"
"423663","1"
"423663","2"
"423663","3"
"423664","1"
"423664","2"
"423664","3"
"423665","1"
"423665","2"
"423665","3"
"423666","1"
"423666","2"
"423666","3"
"423667","1"
"423667","2"
"423667","3"
"423668","1"
"423668","2"
"423668","3"
"423669","1"
"423669","2"
"423669","3"
"423670","1"
"423670","2"
"423670","3"
"423671","260"
"423671","262"
"423671","257"
"423672","1"
"423672","2"
"423672","3"
"423673","1"
"423673","2"
"423673","3"
"423674","1"
"423674","2"
"423674","3"
"423675","1"
"423675","2"
"423675","3"
"423676","1"
"423676","2"
"423676","3"
"423677","1"
"423677","2"
"423677","3"
"423678","1"
"423678","2"
"423678","3"
"423679","1"
"423679","2"
"423679","3"
"423680","1"
"423680","2"
"423680","3"
"423681","1"
"423681","2"
"423681","3"
"423682","1"
"423682","2"
"423682","3"
"423683","23"
"423683","22"
"423683","21"
"423684","1"
"423684","2"
"423684","3"
"423685","23"
"423685","22"
"423685","21"
"423686","1"
"423686","2"
"423686","3"
"423687","1"
"423687","2"
"423687","3"
"423688","1"
"423688","2"
"423688","3"
"423689","1"
"423689","2"
"423689","3"
"423690","1"
"423690","2"
"423690","3"
"423691","1"
"423691","2"
"423691","3"
"423692","1"
"423692","2"
"423692","3"
"423693","1"
"423693","2"
"423693","3"
"423694","1"
"423694","2"
"423694","3"
"423695","1"
"423695","2"
"423695","3"
"423696","23"
"423696","22"
"423696","21"
"423697","1"
"423697","2"
"423697","3"
"423698","1"
"423698","2"
"423698","3"
"423699","1"
"423699","2"
"423699","3"
"423700","1"
"423700","2"
"423700","3"
"423701","23"
"423701","22"
"423701","21"
"423702","1"
"423702","2"
"423702","3"
"423703","1"
"423703","2"
"423703","3"
"423704","1"
"423704","2"
"423704","3"
"423705","1"
"423705","2"
"423705","3"
"423706","1"
"423706","2"
"423706","3"
"423707","1"
"423707","2"
"423707","3"
"423708","1"
"423708","2"
"423708","3"
"423709","1"
"423709","2"
"423709","3"
"423710","1"
"423710","2"
"423710","3"
"423711","1"
"423711","2"
"423711","3"
"423712","1"
"423712","2"
"423712","3"
"423713","1"
"423713","2"
"423713","3"
"423714","1"
"423714","2"
"423714","3"
"423715","1"
"423715","2"
"423715","3"
"423716","1"
"423716","2"
"423716","3"
"423717","1"
"423717","2"
"423717","3"
"423718","1"
"423718","2"
"423718","3"
"423719","1"
"423719","2"
"423719","3"
"423720","1"
"423720","2"
"423720","3"
"423721","1"
"423721","2"
"423721","3"
"423722","1"
"423722","2"
"423722","3"
"423723","1"
"423723","2"
"423723","3"
"423724","1"
"423724","2"
"423724","3"
"423725","1"
"423725","2"
"423725","3"
"423726","1"
"423726","2"
"423726","3"
"423727","1"
"423727","2"
"423727","3"
"423728","1"
"423728","2"
"423728","3"
"423729","1"
"423729","2"
"423729","3"
"423730","1"
"423730","2"
"423730","3"
"423731","1"
"423731","2"
"423731","3"
"423732","1"
"423732","2"
"423732","3"
"423733","17"
"423733","16"
"423733","15"
"423734","1"
"423734","2"
"423734","3"
"423735","1"
"423735","2"
"423735","3"
"423736","1"
"423736","2"
"423736","3"
"423737","1"
"423737","2"
"423737","3"
"423738","1"
"423738","2"
"423738","3"
"423739","1"
"423739","2"
"423739","3"
"423740","1"
"423740","2"
"423740","3"
"423741","1"
"423741","2"
"423741","3"
"423742","1"
"423742","2"
"423742","3"
"423743","1"
"423743","2"
"423743","3"
"423744","1"
"423744","2"
"423744","3"
"423745","1"
"423745","2"
"423745","3"
"423746","1"
"423746","2"
"423746","3"
"423747","1"
"423747","2"
"423747","3"
"423748","1"
"423748","2"
"423748","3"
"423749","1"
"423749","2"
"423749","3"
"423750","1"
"423750","2"
"423750","3"
"423751","1"
"423751","2"
"423751","3"
"423752","1"
"423752","2"
"423752","3"
"423753","1"
"423753","2"
"423753","3"
"423754","1"
"423754","2"
"423754","3"
"423755","1"
"423755","2"
"423755","3"
"423756","1"
"423756","2"
"423756","3"
"423757","1"
"423757","2"
"423757","3"
"423758","1"
"423758","2"
"423758","3"
"423759","1"
"423759","2"
"423759","3"
"423760","1"
"423760","2"
"423760","3"
"423761","1"
"423761","2"
"423761","3"
"423762","1"
"423762","2"
"423762","3"
"423763","1"
"423763","2"
"423763","3"
"423764","1"
"423764","2"
"423764","3"
"423765","1"
"423765","2"
"423765","3"
"423766","1"
"423766","2"
"423766","3"
"423767","1"
"423767","2"
"423767","3"
"423768","1"
"423768","2"
"423768","3"
"423769","1"
"423769","2"
"423769","3"
"423770","1"
"423770","2"
"423770","3"
"423771","1"
"423771","2"
"423771","3"
"423772","1"
"423772","2"
"423772","3"
"423773","1"
"423773","2"
"423773","3"
"423774","1"
"423774","2"
"423774","3"
"423775","1"
"423775","2"
"423775","3"
"423776","1"
"423776","2"
"423776","3"
"423777","1"
"423777","2"
"423777","3"
"423778","1"
"423778","2"
"423778","3"
"423779","1"
"423779","2"
"423779","3"
"423780","1"
"423780","2"
"423780","3"
"423781","1"
"423781","2"
"423781","3"
"423782","1"
"423782","2"
"423782","3"
"423783","1"
"423783","2"
"423783","3"
"423784","1"
"423784","2"
"423784","3"
"423785","1"
"423785","2"
"423785","3"
"423786","1"
"423786","2"
"423786","3"
"423787","1"
"423787","2"
"423787","3"
"423788","1"
"423788","2"
"423788","3"
"423789","1"
"423789","2"
"423789","3"
"423790","1"
"423790","2"
"423790","3"
"423791","1"
"423791","2"
"423791","3"
"423792","1"
"423792","2"
"423792","3"
"423793","1"
"423793","2"
"423793","3"
"423794","1"
"423794","2"
"423794","3"
"423795","1"
"423795","2"
"423795","3"
"423796","1"
"423796","2"
"423796","3"
"423797","1"
"423797","2"
"423797","3"
"423798","1"
"423798","2"
"423798","3"
"423799","1"
"423799","2"
"423799","3"
"423800","1"
"423800","2"
"423800","3"
"423801","1"
"423801","2"
"423801","3"
"423802","1"
"423802","2"
"423802","3"
"423803","1"
"423803","2"
"423803","3"
"423804","1"
"423804","2"
"423804","3"
"423805","18"
"423806","1"
"423806","2"
"423806","3"
"423807","1"
"423807","2"
"423807","3"
"423808","1"
"423808","2"
"423808","3"
"423809","1"
"423809","2"
"423809","3"
"423810","1"
"423810","2"
"423810","3"
"423811","1"
"423811","2"
"423811","3"
"423812","1"
"423812","2"
"423812","3"
"423813","1"
"423813","2"
"423813","3"
"423814","1"
"423814","2"
"423814","3"
"423815","1"
"423815","2"
"423815","3"
"423816","1"
"423816","2"
"423816","3"
"423817","1"
"423817","2"
"423817","3"
"423818","1"
"423818","2"
"423818","3"
"423819","1"
"423819","2"
"423819","3"
"423820","1"
"423820","2"
"423820","3"
"423821","1"
"423821","2"
"423821","3"
"423822","1"
"423822","2"
"423822","3"
"423823","1"
"423823","2"
"423823","3"
"423824","1"
"423824","2"
"423824","3"
"423825","1"
"423825","2"
"423825","3"
"423826","1"
"423826","2"
"423826","3"
"423827","1"
"423827","2"
"423827","3"
"423828","1"
"423828","2"
"423828","3"
"423829","1"
"423829","2"
"423829","3"
"423830","1"
"423830","2"
"423830","3"
"423831","1"
"423831","2"
"423831","3"
"423832","1"
"423832","2"
"423832","3"
"423833","1"
"423833","2"
"423833","3"
"423834","1"
"423834","2"
"423834","3"
"423835","1"
"423835","2"
"423835","3"
"423836","1"
"423836","2"
"423836","3"
"423837","1"
"423837","2"
"423837","3"
"423838","1"
"423838","2"
"423838","3"
"423839","1"
"423839","2"
"423839","3"
"423840","1"
"423840","2"
"423840","3"
"423841","1"
"423841","2"
"423841","3"
"423842","1"
"423842","2"
"423842","3"
"423843","1"
"423843","2"
"423843","3"
"423844","1"
"423844","2"
"423844","3"
"423845","1"
"423845","2"
"423845","3"
"423846","1"
"423846","2"
"423846","3"
"423847","1"
"423847","2"
"423847","3"
"423848","1"
"423848","2"
"423848","3"
"423849","1"
"423849","2"
"423849","3"
"423850","1"
"423850","2"
"423850","3"
"423851","1"
"423851","2"
"423851","3"
"423852","1"
"423852","2"
"423852","3"
"423853","1"
"423853","2"
"423853","3"
"423854","1"
"423854","2"
"423854","3"
"423855","1"
"423855","2"
"423855","3"
"423856","1"
"423856","2"
"423856","3"
"423857","1"
"423857","2"
"423857","3"
"423858","1"
"423858","2"
"423858","3"
"423859","1"
"423859","2"
"423859","3"
"423860","1"
"423860","2"
"423860","3"
"423861","1"
"423861","2"
"423861","3"
"423862","1"
"423862","2"
"423862","3"
"423863","1"
"423863","2"
"423863","3"
"423864","10"
"423864","11"
"423864","12"
"423865","10"
"423865","11"
"423865","12"
"423866","10"
"423866","11"
"423866","12"
"423867","1"
"423867","2"
"423867","3"
"423868","10"
"423868","11"
"423868","12"
"423869","1"
"423869","2"
"423869","3"
"423870","1"
"423870","2"
"423870","3"
"423871","1"
"423871","2"
"423871","3"
"423872","1"
"423872","2"
"423872","3"
"423873","1"
"423873","2"
"423873","3"
"423874","1"
"423874","2"
"423874","3"
"423875","1"
"423875","2"
"423875","3"
"423876","1"
"423876","2"
"423876","3"
"423877","1"
"423877","2"
"423877","3"
"423878","1"
"423878","2"
"423878","3"
"423879","1"
"423879","2"
"423879","3"
"423880","1"
"423880","2"
"423880","3"
"423881","1"
"423881","2"
"423881","3"
"423882","1"
"423882","2"
"423882","3"
"423883","1"
"423883","2"
"423883","3"
"423884","1"
"423884","2"
"423884","3"
"423885","1"
"423885","2"
"423885","3"
"423886","1"
"423886","2"
"423886","3"
"423887","1"
"423887","2"
"423887","3"
"423888","1"
"423888","2"
"423888","3"
"423889","1"
"423889","2"
"423889","3"
"423890","1"
"423890","2"
"423890","3"
"423891","1"
"423891","2"
"423891","3"
"423892","1"
"423892","2"
"423892","3"
"423893","1"
"423893","2"
"423893","3"
"423894","1"
"423894","2"
"423894","3"
"423895","1"
"423895","2"
"423895","3"
"423896","1"
"423896","2"
"423896","3"
"423897","1"
"423897","2"
"423897","3"
"423898","1"
"423898","2"
"423898","3"
"423899","1"
"423899","2"
"423899","3"
"423900","1"
"423900","2"
"423900","3"
"423901","1"
"423901","2"
"423901","3"
"423902","1"
"423902","2"
"423902","3"
"423903","1"
"423903","2"
"423903","3"
"423904","1"
"423904","2"
"423904","3"
"423905","1"
"423905","2"
"423905","3"
"423906","1"
"423906","2"
"423906","3"
"423907","65"
"423907","64"
"423907","66"
"423907","18"
"423907","67"
"423908","1"
"423908","2"
"423908","3"
"423909","1"
"423909","2"
"423909","3"
"423910","1"
"423910","2"
"423910","3"
"423911","1"
"423911","2"
"423911","3"
"423912","1"
"423912","2"
"423912","3"
"423913","1"
"423913","2"
"423913","3"
"423914","1"
"423914","2"
"423914","3"
"423915","1"
"423915","2"
"423915","3"
"423916","1"
"423916","2"
"423916","3"
"423917","1"
"423917","2"
"423917","3"
"423918","1"
"423918","2"
"423918","3"
"423919","1"
"423919","2"
"423919","3"
"423920","1"
"423920","2"
"423920","3"
"423921","1"
"423921","2"
"423921","3"
"423922","1"
"423922","2"
"423922","3"
"423923","1"
"423923","2"
"423923","3"
"423924","1"
"423924","2"
"423924","3"
"423925","1"
"423925","2"
"423925","3"
"423926","1"
"423926","2"
"423926","3"
"423927","1"
"423927","2"
"423927","3"
"423928","1"
"423928","2"
"423928","3"
"423929","1"
"423929","2"
"423929","3"
"423930","1"
"423930","2"
"423930","3"
"423931","1"
"423931","2"
"423931","3"
"423932","1"
"423932","2"
"423932","3"
"423933","1"
"423933","2"
"423933","3"
"423934","1"
"423934","2"
"423934","3"
"423935","1"
"423935","2"
"423935","3"
"423936","1"
"423936","2"
"423936","3"
"423937","1"
"423937","2"
"423937","3"
"423938","1"
"423938","2"
"423938","3"
"423939","1"
"423939","2"
"423939","3"
"423940","1"
"423940","2"
"423940","3"
"423941","1"
"423941","2"
"423941","3"
"423942","1"
"423942","2"
"423942","3"
"423943","1"
"423943","2"
"423943","3"
"423944","1"
"423944","2"
"423944","3"
"423945","1"
"423945","2"
"423945","3"
"423946","1"
"423946","2"
"423946","3"
"423947","1"
"423947","2"
"423947","3"
"423948","1"
"423948","2"
"423948","3"
"423949","1"
"423949","2"
"423949","3"
"423950","1"
"423950","2"
"423950","3"
"423951","1"
"423951","2"
"423951","3"
"423952","1"
"423952","2"
"423952","3"
"423953","1"
"423953","2"
"423953","3"
"423954","1"
"423954","2"
"423954","3"
"423955","1"
"423955","2"
"423955","3"
"423956","1"
"423956","2"
"423956","3"
"423957","1"
"423957","2"
"423957","3"
"423958","1"
"423958","2"
"423958","3"
"423959","1"
"423959","2"
"423959","3"
"423960","1"
"423960","2"
"423960","3"
"423961","1"
"423961","2"
"423961","3"
"423962","1"
"423962","2"
"423962","3"
"423963","1"
"423963","2"
"423963","3"
"423964","1"
"423964","2"
"423964","3"
"423965","1"
"423965","2"
"423965","3"
"423966","1"
"423966","2"
"423966","3"
"423967","1"
"423967","2"
"423967","3"
"423968","1"
"423968","2"
"423968","3"
"423969","1"
"423969","2"
"423969","3"
"423970","1"
"423970","2"
"423970","3"
"423971","1"
"423971","2"
"423971","3"
"423972","1"
"423972","2"
"423972","3"
"423973","1"
"423973","2"
"423973","3"
"423974","1"
"423974","2"
"423974","3"
"423975","1"
"423975","2"
"423975","3"
"423976","1"
"423976","2"
"423976","3"
"423977","1"
"423977","2"
"423977","3"
"423978","1"
"423978","2"
"423978","3"
"423979","1"
"423979","2"
"423979","3"
"423980","1"
"423980","2"
"423980","3"
"423981","1"
"423981","2"
"423981","3"
"423982","1"
"423982","2"
"423982","3"
"423983","1"
"423983","2"
"423983","3"
"423984","1"
"423984","2"
"423984","3"
"423985","1"
"423985","2"
"423985","3"
"423986","1"
"423986","2"
"423986","3"
"423987","1"
"423987","2"
"423987","3"
"423988","1"
"423988","2"
"423988","3"
"423989","1"
"423989","2"
"423989","3"
"423990","1"
"423990","2"
"423990","3"
"423991","1"
"423991","2"
"423991","3"
"423992","1"
"423992","2"
"423992","3"
"423993","1"
"423993","2"
"423993","3"
"423994","1"
"423994","2"
"423994","3"
"423995","1"
"423995","2"
"423995","3"
"423996","1"
"423996","2"
"423996","3"
"423997","1"
"423997","2"
"423997","3"
"423998","1"
"423998","2"
"423998","3"
"423999","1"
"423999","2"
"423999","3"
"424000","1"
"424000","2"
"424000","3"
"424001","1"
"424001","2"
"424001","3"
"424002","1"
"424002","2"
"424002","3"
"424003","1"
"424003","2"
"424003","3"
"424004","1"
"424004","2"
"424004","3"
"424005","1"
"424005","2"
"424005","3"
"424006","1"
"424006","2"
"424006","3"
"424007","1"
"424007","2"
"424007","3"
"424008","1"
"424008","2"
"424008","3"
"424009","1"
"424009","2"
"424009","3"
"424010","1"
"424010","2"
"424010","3"
"424011","1"
"424011","2"
"424011","3"
"424012","1"
"424012","2"
"424012","3"
"424013","1"
"424013","2"
"424013","3"
"424014","1"
"424014","2"
"424014","3"
"424015","1"
"424015","2"
"424015","3"
"424016","1"
"424016","2"
"424016","3"
"424017","1"
"424017","2"
"424017","3"
"424018","1"
"424018","2"
"424018","3"
"424019","1"
"424019","2"
"424019","3"
"424020","1"
"424020","2"
"424020","3"
"424021","1"
"424021","2"
"424021","3"
"424022","1"
"424022","2"
"424022","3"
"424023","1"
"424023","2"
"424023","3"
"424024","1"
"424024","2"
"424024","3"
"424025","1"
"424025","2"
"424025","3"
"424026","1"
"424026","2"
"424026","3"
"424027","1"
"424027","2"
"424027","3"
"424028","1"
"424028","2"
"424028","3"
"424029","1"
"424029","2"
"424029","3"
"424030","1"
"424030","2"
"424030","3"
"424031","1"
"424031","2"
"424031","3"
"424032","1"
"424032","2"
"424032","3"
"424033","1"
"424033","2"
"424033","3"
"424034","1"
"424034","2"
"424034","3"
"424035","1"
"424035","2"
"424035","3"
"424036","1"
"424036","2"
"424036","3"
"424037","208"
"424037","95"
"424038","1"
"424038","2"
"424038","3"
"424039","205"
"424039","206"
"424039","95"
"424040","1"
"424040","2"
"424040","3"
"424041","1"
"424041","2"
"424041","3"
"424042","1"
"424042","2"
"424042","3"
"424043","1"
"424043","2"
"424043","3"
"424044","1"
"424044","2"
"424044","3"
"424045","1"
"424045","2"
"424045","3"
"424046","1"
"424046","2"
"424046","3"
"424047","1"
"424047","2"
"424047","3"
"424048","1"
"424048","2"
"424048","3"
"424049","1"
"424049","2"
"424049","3"
"424050","1"
"424050","2"
"424050","3"
"424051","1"
"424051","2"
"424051","3"
"424052","1"
"424052","2"
"424052","3"
"424053","1"
"424053","2"
"424053","3"
"424054","1"
"424054","2"
"424054","3"
"424055","1"
"424055","2"
"424055","3"
"424056","1"
"424056","2"
"424056","3"
"424057","1"
"424057","2"
"424057","3"
"424058","1"
"424058","2"
"424058","3"
"424059","1"
"424059","2"
"424059","3"
"424060","1"
"424060","2"
"424060","3"
"424061","1"
"424061","2"
"424061","3"
"424062","1"
"424062","2"
"424062","3"
"424063","1"
"424063","2"
"424063","3"
"424064","1"
"424064","2"
"424064","3"
"424065","1"
"424065","2"
"424065","3"
"424066","1"
"424066","2"
"424066","3"
"424067","1"
"424067","2"
"424067","3"
"424068","1"
"424068","2"
"424068","3"
"424069","1"
"424069","2"
"424069","3"
"424070","1"
"424070","2"
"424070","3"
"424071","1"
"424071","2"
"424071","3"
"424072","1"
"424072","2"
"424072","3"
"424073","1"
"424073","2"
"424073","3"
"424074","1"
"424074","2"
"424074","3"
"424075","1"
"424075","2"
"424075","3"
"424076","295"
"424076","116"
"424077","1"
"424077","2"
"424077","3"
"424078","1"
"424078","2"
"424078","3"
"424079","1"
"424079","2"
"424079","3"
"424080","1"
"424080","2"
"424080","3"
"424081","1"
"424081","2"
"424081","3"
"424082","1"
"424082","2"
"424082","3"
"424083","1"
"424083","2"
"424083","3"
"424084","1"
"424084","2"
"424084","3"
"424085","1"
"424085","2"
"424085","3"
"424086","1"
"424086","2"
"424086","3"
"424087","1"
"424087","2"
"424087","3"
"424088","1"
"424088","2"
"424088","3"
"424089","1"
"424089","2"
"424089","3"
"424090","1"
"424090","2"
"424090","3"
"424091","1"
"424091","2"
"424091","3"
"424092","1"
"424092","2"
"424092","3"
"424093","1"
"424093","2"
"424093","3"
"424094","1"
"424094","2"
"424094","3"
"424095","1"
"424095","2"
"424095","3"
"424096","1"
"424096","2"
"424096","3"
"424097","1"
"424097","2"
"424097","3"
"424098","1"
"424098","2"
"424098","3"
"424099","1"
"424099","2"
"424099","3"
"424100","1"
"424100","2"
"424100","3"
"424101","1"
"424101","2"
"424101","3"
"424102","1"
"424102","2"
"424102","3"
"424103","1"
"424103","2"
"424103","3"
"424104","1"
"424104","2"
"424104","3"
"424105","1"
"424105","2"
"424105","3"
"424106","1"
"424106","2"
"424106","3"
"424107","282"
"424107","20"
"424108","17"
"424108","16"
"424108","15"
"424109","266"
"424109","271"
"424109","52"
"424110","273"
"424110","274"
"424110","243"
"424111","1"
"424111","2"
"424111","3"
"424112","1"
"424112","2"
"424112","3"
"424113","1"
"424113","2"
"424113","3"
"424114","1"
"424114","2"
"424114","3"
"424115","24"
"424115","25"
"424115","20"
"424116","1"
"424116","2"
"424116","3"
"424117","24"
"424117","25"
"424117","20"
"424118","1"
"424118","2"
"424118","3"
"424119","24"
"424119","25"
"424119","20"
"424120","1"
"424120","2"
"424120","3"
"424121","1"
"424121","2"
"424121","3"
"424122","1"
"424122","2"
"424122","3"
"424123","1"
"424123","2"
"424123","3"
"424124","1"
"424124","2"
"424124","3"
"424125","1"
"424125","2"
"424125","3"
"424126","1"
"424126","2"
"424126","3"
"424127","1"
"424127","2"
"424127","3"
"424128","1"
"424128","2"
"424128","3"
"424129","1"
"424129","2"
"424129","3"
"424130","1"
"424130","2"
"424130","3"
"424131","1"
"424131","2"
"424131","3"
"424132","1"
"424132","2"
"424132","3"
"424133","1"
"424133","2"
"424133","3"
"424134","1"
"424134","2"
"424134","3"
"424135","1"
"424135","2"
"424135","3"
"424136","1"
"424136","2"
"424136","3"
"424137","1"
"424137","2"
"424137","3"
"424138","1"
"424138","2"
"424138","3"
"424139","1"
"424139","2"
"424139","3"
"424140","1"
"424140","2"
"424140","3"
"424141","1"
"424141","2"
"424141","3"
"424142","1"
"424142","2"
"424142","3"
"424143","1"
"424143","2"
"424143","3"
"424144","1"
"424144","2"
"424144","3"
"424145","1"
"424145","2"
"424145","3"
"424146","1"
"424146","2"
"424146","3"
"424147","1"
"424147","2"
"424147","3"
"424148","1"
"424148","2"
"424148","3"
"424149","1"
"424149","2"
"424149","3"
"424150","1"
"424150","2"
"424150","3"
"424151","1"
"424151","2"
"424151","3"
"424152","1"
"424152","2"
"424152","3"
"424153","1"
"424153","2"
"424153","3"
"424154","1"
"424154","2"
"424154","3"
"424155","1"
"424155","2"
"424155","3"
"424156","1"
"424156","2"
"424156","3"
"424157","1"
"424157","2"
"424157","3"
"424158","1"
"424158","2"
"424158","3"
"424159","169"
"424159","170"
"424159","116"
"424160","1"
"424160","2"
"424160","3"
"424161","1"
"424161","2"
"424161","3"
"424162","1"
"424162","2"
"424162","3"
"424163","1"
"424163","2"
"424163","3"
"424164","1"
"424164","2"
"424164","3"
"424165","1"
"424165","2"
"424165","3"
"424166","1"
"424166","2"
"424166","3"
"424167","1"
"424167","2"
"424167","3"
"424168","1"
"424168","2"
"424168","3"
"424169","1"
